comment_content,show_name,post_comment [Total Events]
"جميل جداً تعرف تاريخ القهوة التي تشربها يومياً
احد العبارات التي اعجبتني في الحلقة هي ""لا يعرف العلم من لم يحرق البُن قلبه""",فنجان مع عبدالرحمن أبومالح,1
جميل جداً، ادام الله مملكتنا بالامن والامان 🇸🇦.,اسألوا التاريخ,1
جميل جدا❤️,shara | شارة,1
جميل جدًا,فنجان مع عبدالرحمن أبومالح,1
جميل جدّا,undefined,1
جميل جميل ،، واخيراً اعطينا صدرنا وروحنا لهالكنز اللي نملكه، غصت بمحيطات وبحار كثيرة الا ان اجمل غوص كان بالبحر الاحمر، جميل هاللغه التفائل,سقراط مع عمر الجريسي,1
جميل عجبني البودكاست اول مره اسمع هالحلقه,آدم مع محمد الحاجي,1
جميل كيف نشوف مثل هذه الأفكار كيف كانت خلف الكواليس، وكل التعب والجهد قبل الإطلاق واللي قابله نجاح باهر ما شاء الله. ساعدني هذا اللقاء أبني ت,فنجان مع عبدالرحمن أبومالح,1
جميل لكن احس انهم ليسو أكاديميين بس مشجعين وتضغى عليهم في بعض الأحيان العاطفة🤍,ريفيو ٢٠٥,1
جميل وسرد للتفكير,بودكاست أبجورة,1
جميل 👍🏻,بودكاست أبجورة,1
جميل 🤍,فنجان مع عبدالرحمن أبومالح,2
جميل 🥲❤️,بودكاست صحب,1
جميل، شكرا,كنبة السبت,1
جميلا ♥🦋,موسوعة الكتب الصوتية,1
جميلة,آدم مع محمد الحاجي,1
جميلة,فنجان مع عبدالرحمن أبومالح,1
"جميلة
بين عفوية أبو صاهود واستطرادات وتأصيل أبو فجر وهدوء وفخامة صوت أبو أصيل. ثلاثي عظيم!
الحلقة هذي محتواها موزون، من كل بحر قطرة بدون الإخ",أسمار,1
جميلة أمل واكتشاف رحلتها ممتع 👌🏻,امشِ مع,1
جميلة الحلقة,آدم مع محمد الحاجي,1
جميلة الحلقة,فنجان مع عبدالرحمن أبومالح,4
"جميلة الحلقة دايماً اعياد ميلاد بوبي تكون رهيبة و صراحة دونيل مع بوبي خطير كل واحد ضد الثاني 
ممكن نشوف مستقبلاً ديڤ شيبل في البودكاست",Bad Friends,1
"جميلة الحلقة لم أقوى على مقاومة الاستماع إليها كاملة رغم أني كنت أريد الاستماع إلى بدايتها.
البرنامج ماتع جدًا",حكايات افريقية,1
جميلة الحلقة و أسامة ماوصل الى ماوصل اليه الا بتعب واصرار. وأظن هو يعرف انه راح يوصل بعيد في مجاله.,امش مع,1
"جميلة الحلقة ورايقه 🎧.
كالعادة المقدم بطريقته في الحوار و اسئلته و علمه ، يُخرج افضل مالدى الضيف بأفضل طريقة ، متعة حوارية تستمر اثناء الاس",جَوَلان,1
جميلة الحلقة وكان عرض فيها  أفكار من السلس الممتع,تناصّ,1
جميلة الحلقة ومثرية اللهم بارك ✨,امشِ مع,1
جميلة الحلقة ومفيدة,فنجان مع عبدالرحمن أبومالح,1
"جميلة الحلقة، بضيفها ومقدّمها وموضوعها.
 فعلًا لغتنا هي هُوية تُعاش.",جَوَلان,1
جميلة الحلقة، صحيح القرارات قد تكون مرهقة بالذات عندما تكون متعلقة بأفراد العائلة جميعاً.,mishbilshibshib | مش بالشبشب,1
جميلة بحق الحلقة ..جزاك الله خير 🌹,امشِ مع,1
جميلة جدا,بودكاست أبجورة,1
جميلة جدا الحلقة .. شعرت انها عميقة وفيها صوت طبطبة .. نحن نطالب بحلقة كل اسبوعين فعلا 😍,بودكاست رفاق,1
جميلة جدا الحلقة .. ما اجمل المرجعية الواضحة و المنهجية ♥️ الحمدلله على نعمة الاسلام 💕,بدون ورق,1
جميلة جدا تجربة أشرف فقيه. تعرفنا على بداياته لاول مرة من خلال البودكاست. وبحكم اني من المتابعين لأشرف في الانستقرام ومن خلال الصور عرفنا أك,امشِ مع,1
جميلة جدا 👏,فنجان مع عبدالرحمن أبومالح,1
جميلة جداً الحلقة وممتعة، فيها اشياء كثير تتعلمها حتى لحياتك اليومية وبنفس الوقت ممتعة كانت وماحسيت برحلة الطيران ابد,Bidon Waraq | بدون ورق,1
جميلة جداً. أين يخطب الشيخ؟,مُنصِت,1
"جميلة جدًا الحلقة مثيره لدرجة نسيان الأكل والإنهمار بالتفكر ، 

"" تجنب العلاقات الجادة بسبب إهمال الأهل :( ""
شيء مفترض يتثقف فيه الأهالي ضروري",آدم مع محمد الحاجي,1
"جميلة جدًا الحلقة ووضحت لي اشياء كثيير وغيرت نظرتي لـ""الأكل"" الي كنت اظن اني فاهمه صح..
الحلقة بتفهّمك سوء عاداتك في الأكل وبتدفعك للتغيير لل",فنجان مع عبدالرحمن أبومالح,1
جميلة جدًا الحلقه ، أستفدت كثير و ألهمتني لأبحث أكثر و فتحت عيني على اشياء كنت اسويها فالحين راح أصر اني احافظ عليها عشان صار في لها غايه,فنجان مع عبدالرحمن أبومالح,1
جميلة جدًا، موهبة أبو آدم على تفسير الظواهر البشرية عجيبة، خليط بين النشأة والتمكّن من المعلومة العلمية…استمتعت جدًا بالحلقة 🙌🏼,امش مع,1
جميلة شنو هذا ياجميلة 😂,سوالف طريق - ابو طلال الحمراني,1
جميلة فكرة استضافة اثنين,فنجان مع عبدالرحمن أبومالح,1
جميلة فكرة التعليق على الحلقة.. اكثر ما لفت نظري فكرة انه كيف تلقى الرعيل الأول والصحابة والقران وكيف نحن الآن او البعض او يمكن الأغلبية ينشغ,فنجان مع عبدالرحمن أبومالح,1
"جميلة ورائعة الحلقة 

بدأت بمناقشة الحقائق وأن حياتنا بالغالب تقود إلى ضمور الإبداع و الابتكار:
يبلغ ابتكار طفل ال5 سنوات 98٪؜
بينما صاحب 10 سن",فنجان مع عبدالرحمن أبومالح,1
"جميلة وفيها تجارب الترحال (الي بالغالب ""رهيبة"")",فنجان مع عبدالرحمن أبومالح,1
جميلة ومليانة معلومات مبسّطة، دائمًا يلهموني الأشخاص اللي عندهم قدرة على تبسيط المعلومات المعقدة، وكواحدة متخصصة في اللي تحدّث عنه أبدع ال,فنجان مع عبدالرحمن أبومالح,1
جميلة وممتعة الحلقة.. تمنيت يسأل الضيف عن سبب الرجوع للهوية القديمة.. انا مبسوط لاني احبها واشوفها أجمل بس من نظرة تسويقية يُفهم انها العكس,سقراط مع عمر الجريسي,1
جميلة،،ما كنت متحمس له لكن وجدت فيها إضافات مفيدة بالذات في ربعها الأول حينما حكى عن الرياض وواقع الرياض في عهد الملك فيصل-رحمه الله- بالإضا,امش مع,1
جميله,سقراط مع عمر الجريسي,1
جميله الحلقه,بودكاست مربّع | مع حاتم النجار,2
جميله الحلقه استمعت بكل دقيقه ، و فخوره جدا اني من متابعين القدماء اللي تابعوك بالتويتر و تابعو تغريدات اجزاء من القصه و تحمسنا تطلعها كتاب,امش مع,1
"جميله الحلقه ماشاءالله، سمعتها كامله طرح المواضيع حلو ومُلم نوعًا ما
بالنسبه للي يسأل كيف يزيل الموسيقى من الحلقات من الاعدادات-ازالة المو",آدم مع محمد الحاجي,1
جميله الحلقه وممتعه جدا👍🏻,فنجان مع عبدالرحمن أبومالح,1
جميله اللغه والمفردات في الحوار. جذبتني سقطرى بعد سوال زميل اجنبي عنها عام 2013 وباذن الله ازورها يوما.,اليمن بودكاست,1
جميله جداً,بودكاست أبجورة,1
جميله جداً 🤙,امش مع,1
جميله جميله جميله,أسمار,1
جميله مريحه خفيفه الحلقه كبدايه اسبوع   شكرا👌🏻,فنجان مع عبدالرحمن أبومالح,1
جميل🤍,فنجان مع عبدالرحمن أبومالح,1
جمييل,سقراط مع عمر الجريسي,2
جمييله هالنشرة 🌟,نشرة فلان,1
جميييل جمييل جدًا ، أول مره اسمع لهم بودكاست ، شدتني طريقة الالقاء مرره رايقه و ناسبت الموضوع، شكرًا لك الحلقه فرقت معاي كثير خاصة انو امر بف,بودكاست صحب,1
جميييلة وممتعة الحلقة خلاني أفكر في طريقة سفري,بودكاست مربّع | مع حاتم النجار,1
جمييييل حميييل حلقه جدا جميله شكرا شكرا مريم  والمعلومات أجمل شرح وسرد جميل,محفوف,1
جمييييل 👏🏻,آدم مع محمد الحاجي,1
"جمييييلة الحلقة كانت لايڤ قدام جمهور و ضيف كيبر إلا مارك سلس 
 واحد من افضل الفرق عند مارك او في العالم بالأصح  الرهيب في الموضوع مارك قاعد يط",WTF with Marc Maron Podcast,1
